txid,timestamp,inputs,outputs,input_amount,output_amount,fee
tx_230965604_37234030,2025-09-13T03:11:50.534433,"[""wallet_230965604""]","[""wallet_37234030""]",6.1336,8.2055,0.0014
tx_230531156_2881274,2025-09-13T03:12:50.534433,"[""wallet_230531156""]","[""wallet_2881274""]",8.6912,3.1271,0.0026
tx_230468707_232923173,2025-09-13T03:13:50.534433,"[""wallet_230468707""]","[""wallet_232923173""]",8.1043,0.4538,0.0013
tx_233599190_234012376,2025-09-13T03:14:50.534433,"[""wallet_233599190""]","[""wallet_234012376""]",4.8351,0.8015,0.0007
tx_231994292_231994298,2025-09-13T03:15:50.534433,"[""wallet_231994292""]","[""wallet_231994298""]",1.6697,4.2328,0.0022
tx_232009901_230665248,2025-09-13T03:16:50.534433,"[""wallet_232009901""]","[""wallet_230665248""]",6.1154,2.8153,0.0002
tx_22873295_230336262,2025-09-13T03:17:50.534433,"[""wallet_22873295""]","[""wallet_230336262""]",9.866,4.9009,0.0037
tx_10748536_230526482,2025-09-13T03:18:50.534433,"[""wallet_10748536""]","[""wallet_230526482""]",8.3088,9.3785,0.0048
tx_230468697_230468693,2025-09-13T03:19:50.534433,"[""wallet_230468697""]","[""wallet_230468693""]",3.2001,8.3838,0.0047
tx_54732017_230528723,2025-09-13T03:20:50.534433,"[""wallet_54732017""]","[""wallet_230528723""]",1.9052,10.3904,0.0022
tx_99506348_232419632,2025-09-13T03:21:50.534433,"[""wallet_99506348""]","[""wallet_232419632""]",6.074,4.5445,0.0018
tx_230469660_196555403,2025-09-13T03:22:50.534433,"[""wallet_230469660""]","[""wallet_196555403""]",0.2329,5.1291,0.0026
tx_230391411_230456623,2025-09-13T03:23:50.534433,"[""wallet_230391411""]","[""wallet_230456623""]",4.6046,7.1781,0.0038
tx_52295096_230557271,2025-09-13T03:24:50.534433,"[""wallet_52295096""]","[""wallet_230557271""]",0.7284,9.7678,0.0032
tx_230468676_196555403,2025-09-13T03:25:50.534433,"[""wallet_230468676""]","[""wallet_196555403""]",8.0281,8.6357,0.0046
tx_232909664_232909676,2025-09-13T03:26:50.534433,"[""wallet_232909664""]","[""wallet_232909676""]",6.7022,7.9403,0.0003
tx_232073369_31648608,2025-09-13T03:27:50.534433,"[""wallet_232073369""]","[""wallet_31648608""]",3.8186,6.5904,0.0033
tx_230411715_230439994,2025-09-13T03:28:50.534433,"[""wallet_230411715""]","[""wallet_230439994""]",2.7704,8.6173,0.001
tx_230526123_102054111,2025-09-13T03:29:50.534433,"[""wallet_230526123""]","[""wallet_102054111""]",10.2162,4.7201,0.0006
tx_218536552_218539283,2025-09-13T03:30:50.534433,"[""wallet_218536552""]","[""wallet_218539283""]",5.9412,0.902,0.0017
tx_232366284_230557024,2025-09-13T03:31:50.534433,"[""wallet_232366284""]","[""wallet_230557024""]",9.4651,5.7276,0.0042
tx_230437638_232908760,2025-09-13T03:32:50.534433,"[""wallet_230437638""]","[""wallet_232908760""]",1.1684,2.5009,0.0031
tx_230595080_14199065,2025-09-13T03:33:50.534433,"[""wallet_230595080""]","[""wallet_14199065""]",4.4874,6.4038,0.0002
tx_231996121_230473483,2025-09-13T03:34:50.534433,"[""wallet_231996121""]","[""wallet_230473483""]",2.5029,8.7154,0.0025
tx_89273_230470037,2025-09-13T03:35:50.534433,"[""wallet_89273""]","[""wallet_230470037""]",0.4409,1.1348,0.0044
tx_232398741_230694868,2025-09-13T03:36:50.534433,"[""wallet_232398741""]","[""wallet_230694868""]",8.0683,2.3207,0.0002
tx_231994074_144657595,2025-09-13T03:37:50.534433,"[""wallet_231994074""]","[""wallet_144657595""]",2.0881,0.8018,0.0029
tx_231994059_231994064,2025-09-13T03:38:50.534433,"[""wallet_231994059""]","[""wallet_231994064""]",3.4687,3.4191,0.0014
tx_145388391_231994093,2025-09-13T03:39:50.534433,"[""wallet_145388391""]","[""wallet_231994093""]",6.7564,6.9832,0.0049
tx_232437943_234466542,2025-09-13T03:40:50.534433,"[""wallet_232437943""]","[""wallet_234466542""]",4.3272,1.8879,0.0042
tx_232631652_19128841,2025-09-13T03:41:50.534433,"[""wallet_232631652""]","[""wallet_19128841""]",1.6849,3.2925,0.0016
tx_232007412_230917943,2025-09-13T03:42:50.534433,"[""wallet_232007412""]","[""wallet_230917943""]",7.7037,9.1935,0.0005
tx_232009711_232469446,2025-09-13T03:43:50.534433,"[""wallet_232009711""]","[""wallet_232469446""]",3.7139,7.8968,0.0007
tx_232444878_3318945,2025-09-13T03:44:50.534433,"[""wallet_232444878""]","[""wallet_3318945""]",4.1903,6.8455,0.0049
tx_230406766_2881274,2025-09-13T03:45:50.534433,"[""wallet_230406766""]","[""wallet_2881274""]",2.2676,0.307,0.0016
tx_230412047_232438397,2025-09-13T03:46:50.534433,"[""wallet_230412047""]","[""wallet_232438397""]",5.6242,6.9757,0.0022
tx_232039878_21694323,2025-09-13T03:47:50.534433,"[""wallet_232039878""]","[""wallet_21694323""]",10.0958,7.7636,0.005
tx_31730203_230402073,2025-09-13T03:48:50.534433,"[""wallet_31730203""]","[""wallet_230402073""]",10.0703,1.0972,0.0042
tx_230417077_230417075,2025-09-13T03:49:50.534433,"[""wallet_230417077""]","[""wallet_230417075""]",4.4136,1.2495,0.0015
tx_232012307_232012304,2025-09-13T03:50:50.534433,"[""wallet_232012307""]","[""wallet_232012304""]",6.7388,7.8417,0.004
tx_232006630_230411283,2025-09-13T03:51:50.534433,"[""wallet_232006630""]","[""wallet_230411283""]",1.7679,9.5651,0.002
tx_230346985_230595713,2025-09-13T03:52:50.534433,"[""wallet_230346985""]","[""wallet_230595713""]",9.4308,2.7472,0.0021
tx_232895771_53204033,2025-09-13T03:53:50.534433,"[""wallet_232895771""]","[""wallet_53204033""]",9.3434,5.7875,0.0004
tx_150398561_3882798,2025-09-13T03:54:50.534433,"[""wallet_150398561""]","[""wallet_3882798""]",6.9239,8.7661,0.0037
tx_230330123_230331370,2025-09-13T03:55:50.534433,"[""wallet_230330123""]","[""wallet_230331370""]",3.9876,7.927,0.003
tx_230325972_3882798,2025-09-13T03:56:50.534433,"[""wallet_230325972""]","[""wallet_3882798""]",1.0033,2.3551,0.0008
tx_54309399_232010764,2025-09-13T03:57:50.534433,"[""wallet_54309399""]","[""wallet_232010764""]",10.215,0.7978,0.0018
tx_232429046_230521269,2025-09-13T03:58:50.534433,"[""wallet_232429046""]","[""wallet_230521269""]",6.5344,4.3757,0.0045
tx_230470031_219839769,2025-09-13T03:59:50.534433,"[""wallet_230470031""]","[""wallet_219839769""]",0.6629,9.0936,0.0021
tx_232067008_2880930,2025-09-13T04:00:50.534433,"[""wallet_232067008""]","[""wallet_2880930""]",5.0122,7.2486,0.0025
tx_232035697_61099331,2025-09-13T04:01:50.534433,"[""wallet_232035697""]","[""wallet_61099331""]",0.9828,7.3793,0.002
tx_89273_30346190,2025-09-13T04:02:50.534433,"[""wallet_89273""]","[""wallet_30346190""]",6.6059,8.9148,0.004
tx_231995755_230473483,2025-09-13T04:03:50.534433,"[""wallet_231995755""]","[""wallet_230473483""]",0.5616,3.2383,0.0033
tx_232431886_2758467,2025-09-13T04:04:50.534433,"[""wallet_232431886""]","[""wallet_2758467""]",8.2341,3.5937,0.0046
tx_230406766_230577403,2025-09-13T04:05:50.534433,"[""wallet_230406766""]","[""wallet_230577403""]",8.8162,8.6332,0.0043
tx_232349145_232039877,2025-09-13T04:06:50.534433,"[""wallet_232349145""]","[""wallet_232039877""]",4.5117,1.9358,0.004
tx_230472258_230472262,2025-09-13T04:07:50.534433,"[""wallet_230472258""]","[""wallet_230472262""]",7.4341,2.8046,0.0042
tx_232346498_3091279,2025-09-13T04:08:50.534433,"[""wallet_232346498""]","[""wallet_3091279""]",1.6183,9.7213,0.0009
tx_230545782_2905057,2025-09-13T04:09:50.534433,"[""wallet_230545782""]","[""wallet_2905057""]",6.797,8.1498,0.0046
tx_4070614_230550393,2025-09-13T04:10:50.534433,"[""wallet_4070614""]","[""wallet_230550393""]",3.162,3.3028,0.0049
tx_230530821_2881274,2025-09-13T04:11:50.534433,"[""wallet_230530821""]","[""wallet_2881274""]",4.8387,2.1103,0.0024
tx_232430492_232430495,2025-09-13T04:12:50.534433,"[""wallet_232430492""]","[""wallet_232430495""]",1.9938,1.3573,0.0033
tx_10734050_232349072,2025-09-13T04:13:50.534433,"[""wallet_10734050""]","[""wallet_232349072""]",2.5684,0.469,0.0005
tx_36674352_27553557,2025-09-13T04:14:50.534433,"[""wallet_36674352""]","[""wallet_27553557""]",1.3604,7.6118,0.0029
tx_230456718_230456714,2025-09-13T04:15:50.534433,"[""wallet_230456718""]","[""wallet_230456714""]",3.4584,4.7699,0.0026
tx_75598324_76865990,2025-09-13T04:16:50.534433,"[""wallet_75598324""]","[""wallet_76865990""]",0.6163,3.4443,0.0034
tx_230530220_230530176,2025-09-13T04:17:50.534433,"[""wallet_230530220""]","[""wallet_230530176""]",9.2756,2.125,0.0006
tx_232346251_230714895,2025-09-13T04:18:50.534433,"[""wallet_232346251""]","[""wallet_230714895""]",3.0044,7.491,0.0037
tx_3304395_230602981,2025-09-13T04:19:50.534433,"[""wallet_3304395""]","[""wallet_230602981""]",7.0461,8.7344,0.0011
tx_635415_232447742,2025-09-13T04:20:50.534433,"[""wallet_635415""]","[""wallet_232447742""]",0.5116,9.49,0.0022
tx_230569376_2815738,2025-09-13T04:21:50.534433,"[""wallet_230569376""]","[""wallet_2815738""]",8.2433,4.2336,0.0019
tx_230645343_230645348,2025-09-13T04:22:50.534433,"[""wallet_230645343""]","[""wallet_230645348""]",0.9914,3.5333,0.0005
tx_231442513_231994656,2025-09-13T04:23:50.534433,"[""wallet_231442513""]","[""wallet_231994656""]",9.7401,6.1959,0.0034
tx_230516994_230516991,2025-09-13T04:24:50.534433,"[""wallet_230516994""]","[""wallet_230516991""]",8.4291,4.2625,0.0023
tx_232042969_3880653,2025-09-13T04:25:50.534433,"[""wallet_232042969""]","[""wallet_3880653""]",1.8909,2.5096,0.0013
tx_232038137_232038134,2025-09-13T04:26:50.534433,"[""wallet_232038137""]","[""wallet_232038134""]",6.8903,8.1077,0.0027
tx_232347748_13150790,2025-09-13T04:27:50.534433,"[""wallet_232347748""]","[""wallet_13150790""]",10.3809,9.3491,0.0013
tx_230966747_234458119,2025-09-13T04:28:50.534433,"[""wallet_230966747""]","[""wallet_234458119""]",10.3277,3.2438,0.0038
tx_230530257_2881273,2025-09-13T04:29:50.534433,"[""wallet_230530257""]","[""wallet_2881273""]",4.3889,8.6358,0.0047
tx_232069831_230444403,2025-09-13T04:30:50.534433,"[""wallet_232069831""]","[""wallet_230444403""]",0.4917,10.2541,0.0036
tx_22584216_232361286,2025-09-13T04:31:50.534433,"[""wallet_22584216""]","[""wallet_232361286""]",2.0355,5.9126,0.0042
tx_183320167_196627537,2025-09-13T04:32:50.534433,"[""wallet_183320167""]","[""wallet_196627537""]",5.8699,4.3043,0.005
tx_232416085_31434609,2025-09-13T04:33:50.534433,"[""wallet_232416085""]","[""wallet_31434609""]",8.9321,5.1801,0.0013
tx_230531168_232386556,2025-09-13T04:34:50.534433,"[""wallet_230531168""]","[""wallet_232386556""]",2.4321,9.3941,0.0047
tx_232010919_198356667,2025-09-13T04:35:50.534433,"[""wallet_232010919""]","[""wallet_198356667""]",0.7764,3.279,0.0046
tx_107227716_232818761,2025-09-13T04:36:50.534433,"[""wallet_107227716""]","[""wallet_232818761""]",4.3324,0.3765,0.002
tx_13366684_232659744,2025-09-13T04:37:50.534433,"[""wallet_13366684""]","[""wallet_232659744""]",5.9202,6.2484,0.001
tx_231993291_230444452,2025-09-13T04:38:50.534433,"[""wallet_231993291""]","[""wallet_230444452""]",9.2181,2.1754,0.0036
tx_232360625_230639670,2025-09-13T04:39:50.534433,"[""wallet_232360625""]","[""wallet_230639670""]",4.8076,0.316,0.0009
tx_230433276_232047924,2025-09-13T04:40:50.534433,"[""wallet_230433276""]","[""wallet_232047924""]",0.8184,0.3699,0.0007
tx_230537137_230537117,2025-09-13T04:41:50.534433,"[""wallet_230537137""]","[""wallet_230537117""]",5.059,0.1994,0.0018
tx_208537161_232438397,2025-09-13T04:42:50.534433,"[""wallet_208537161""]","[""wallet_232438397""]",3.453,7.4897,0.0021
tx_135322039_232470465,2025-09-13T04:43:50.534433,"[""wallet_135322039""]","[""wallet_232470465""]",6.5071,10.3531,0.0045
tx_3881912_232460292,2025-09-13T04:44:50.534433,"[""wallet_3881912""]","[""wallet_232460292""]",1.2432,0.8972,0.0015
tx_230438870_3876550,2025-09-13T04:45:50.534433,"[""wallet_230438870""]","[""wallet_3876550""]",6.93,4.988,0.0014
tx_230595008_232688319,2025-09-13T04:46:50.534433,"[""wallet_230595008""]","[""wallet_232688319""]",7.7637,1.8792,0.0044
tx_232413175_230556835,2025-09-13T04:47:50.534433,"[""wallet_232413175""]","[""wallet_230556835""]",4.055,4.4672,0.0024
tx_232014177_230423014,2025-09-13T04:48:50.534433,"[""wallet_232014177""]","[""wallet_230423014""]",6.7949,0.5509,0.0045
tx_232897712_232949043,2025-09-13T04:49:50.534433,"[""wallet_232897712""]","[""wallet_232949043""]",2.8829,3.7126,0.0025
tx_230658177_232028861,2025-09-13T04:50:50.534433,"[""wallet_230658177""]","[""wallet_232028861""]",7.0819,0.5545,0.0034
tx_230424236_230424238,2025-09-13T04:51:50.534433,"[""wallet_230424236""]","[""wallet_230424238""]",4.0748,1.9959,0.0011
tx_5163156_232353514,2025-09-13T04:52:50.534433,"[""wallet_5163156""]","[""wallet_232353514""]",6.2076,6.7064,0.0046
tx_232893904_28260618,2025-09-13T04:53:50.534433,"[""wallet_232893904""]","[""wallet_28260618""]",10.0549,4.7589,0.004
tx_232470755_232470758,2025-09-13T04:54:50.534433,"[""wallet_232470755""]","[""wallet_232470758""]",2.2176,9.758,0.0015
tx_230526901_230526896,2025-09-13T04:55:50.534433,"[""wallet_230526901""]","[""wallet_230526896""]",8.0784,1.4876,0.0022
tx_230659117_230658142,2025-09-13T04:56:50.534433,"[""wallet_230659117""]","[""wallet_230658142""]",0.2446,5.2116,0.0029
tx_3740213_2881273,2025-09-13T04:57:50.534433,"[""wallet_3740213""]","[""wallet_2881273""]",2.3585,10.1728,0.0003
tx_37234017_232470461,2025-09-13T04:58:50.534433,"[""wallet_37234017""]","[""wallet_232470461""]",0.624,9.0852,0.0005
tx_230576391_230427486,2025-09-13T04:59:50.534433,"[""wallet_230576391""]","[""wallet_230427486""]",6.7929,1.9538,0.0007
tx_5197365_99497598,2025-09-13T05:00:50.534433,"[""wallet_5197365""]","[""wallet_99497598""]",2.5515,3.9962,0.0048
tx_232440557_233955273,2025-09-13T05:01:50.534433,"[""wallet_232440557""]","[""wallet_233955273""]",5.6814,0.378,0.0016
tx_123661757_79871665,2025-09-13T05:02:50.534433,"[""wallet_123661757""]","[""wallet_79871665""]",9.2472,10.0241,0.0042
tx_87889642_87889651,2025-09-13T05:03:50.534433,"[""wallet_87889642""]","[""wallet_87889651""]",2.2679,2.9825,0.0014
tx_230405042_72705513,2025-09-13T05:04:50.534433,"[""wallet_230405042""]","[""wallet_72705513""]",5.2032,5.755,0.0046
tx_212704382_205400911,2025-09-13T05:05:50.534433,"[""wallet_212704382""]","[""wallet_205400911""]",6.0072,6.8048,0.0009
tx_230414073_232060233,2025-09-13T05:06:50.534433,"[""wallet_230414073""]","[""wallet_232060233""]",4.3754,1.3482,0.002
tx_233599199_233344558,2025-09-13T05:07:50.534433,"[""wallet_233599199""]","[""wallet_233344558""]",9.3371,7.5987,0.0045
tx_13150773_232419638,2025-09-13T05:08:50.534433,"[""wallet_13150773""]","[""wallet_232419638""]",4.4835,6.7177,0.0041
tx_81273867_230517859,2025-09-13T05:09:50.534433,"[""wallet_81273867""]","[""wallet_230517859""]",4.5278,7.5332,0.0002
tx_232351322_232038325,2025-09-13T05:10:50.534433,"[""wallet_232351322""]","[""wallet_232038325""]",0.6386,7.5617,0.005
tx_232903073_232457884,2025-09-13T05:11:50.534433,"[""wallet_232903073""]","[""wallet_232457884""]",8.5736,3.7682,0.0013
tx_232359367_232359368,2025-09-13T05:12:50.534433,"[""wallet_232359367""]","[""wallet_232359368""]",1.4198,8.377,0.0013
tx_232395869_232395867,2025-09-13T05:13:50.534433,"[""wallet_232395869""]","[""wallet_232395867""]",9.9257,10.4095,0.0048
tx_232660461_232009330,2025-09-13T05:14:50.534433,"[""wallet_232660461""]","[""wallet_232009330""]",9.9468,5.127,0.0026
tx_230417569_232438397,2025-09-13T05:15:50.534433,"[""wallet_230417569""]","[""wallet_232438397""]",9.9102,6.6523,0.0015
tx_75598445_2881274,2025-09-13T05:16:50.534433,"[""wallet_75598445""]","[""wallet_2881274""]",9.1246,9.0462,0.005
tx_230402452_230402456,2025-09-13T05:17:50.534433,"[""wallet_230402452""]","[""wallet_230402456""]",9.1444,2.3788,0.0031
tx_232429018_231754442,2025-09-13T05:18:50.534433,"[""wallet_232429018""]","[""wallet_231754442""]",2.1608,1.9481,0.0025
tx_230336058_219844395,2025-09-13T05:19:50.534433,"[""wallet_230336058""]","[""wallet_219844395""]",2.8821,9.1975,0.0012
tx_232364856_232345695,2025-09-13T05:20:50.534433,"[""wallet_232364856""]","[""wallet_232345695""]",8.4705,8.9434,0.0024
tx_230438493_230537117,2025-09-13T05:21:50.534433,"[""wallet_230438493""]","[""wallet_230537117""]",7.9165,8.1206,0.0031
tx_90001524_232013872,2025-09-13T05:22:50.534433,"[""wallet_90001524""]","[""wallet_232013872""]",6.4131,9.5153,0.0025
tx_230344662_43560505,2025-09-13T05:23:50.534433,"[""wallet_230344662""]","[""wallet_43560505""]",0.5788,8.6041,0.005
tx_230530209_2881273,2025-09-13T05:24:50.534433,"[""wallet_230530209""]","[""wallet_2881273""]",9.3585,5.7295,0.0037
tx_232011845_232900450,2025-09-13T05:25:50.534433,"[""wallet_232011845""]","[""wallet_232900450""]",8.5138,4.1799,0.0007
tx_231994045_232034651,2025-09-13T05:26:50.534433,"[""wallet_231994045""]","[""wallet_232034651""]",3.2107,7.3603,0.0039
tx_230599592_43067540,2025-09-13T05:27:50.534433,"[""wallet_230599592""]","[""wallet_43067540""]",10.1258,4.3213,0.0016
tx_232673595_232673599,2025-09-13T05:28:50.534433,"[""wallet_232673595""]","[""wallet_232673599""]",0.7426,3.7017,0.0007
tx_89273_230552326,2025-09-13T05:29:50.534433,"[""wallet_89273""]","[""wallet_230552326""]",1.8792,1.3272,0.0044
tx_87823667_230548690,2025-09-13T05:30:50.534433,"[""wallet_87823667""]","[""wallet_230548690""]",0.7096,1.3,0.0012
tx_71384277_232378919,2025-09-13T05:31:50.534433,"[""wallet_71384277""]","[""wallet_232378919""]",2.0845,4.3339,0.0024
tx_3402672_3768400,2025-09-13T05:32:50.534433,"[""wallet_3402672""]","[""wallet_3768400""]",10.3121,0.9893,0.0025
tx_230439297_14026137,2025-09-13T05:33:50.534433,"[""wallet_230439297""]","[""wallet_14026137""]",3.557,4.145,0.0032
tx_89273_231034733,2025-09-13T05:34:50.534433,"[""wallet_89273""]","[""wallet_231034733""]",6.6523,5.76,0.003
tx_231180580_231180581,2025-09-13T05:35:50.534433,"[""wallet_231180580""]","[""wallet_231180581""]",3.7397,7.2834,0.0015
tx_231177403_2758467,2025-09-13T05:36:50.534433,"[""wallet_231177403""]","[""wallet_2758467""]",4.2132,2.851,0.001
tx_232040050_230557037,2025-09-13T05:37:50.534433,"[""wallet_232040050""]","[""wallet_230557037""]",9.401,9.0462,0.0036
tx_218531044_226889376,2025-09-13T05:38:50.534433,"[""wallet_218531044""]","[""wallet_226889376""]",1.323,7.6145,0.0018
tx_89273_232054853,2025-09-13T05:39:50.534433,"[""wallet_89273""]","[""wallet_232054853""]",6.5511,7.9581,0.0047
tx_230587503_232670405,2025-09-13T05:40:50.534433,"[""wallet_230587503""]","[""wallet_232670405""]",10.2122,3.9085,0.0002
tx_230405597_232895310,2025-09-13T05:41:50.534433,"[""wallet_230405597""]","[""wallet_232895310""]",8.1303,0.5805,0.0049
tx_89273_231026136,2025-09-13T05:42:50.534433,"[""wallet_89273""]","[""wallet_231026136""]",1.813,6.6105,0.0007
tx_230472385_230472386,2025-09-13T05:43:50.534433,"[""wallet_230472385""]","[""wallet_230472386""]",6.6553,4.777,0.0009
tx_230530232_75604024,2025-09-13T05:44:50.534433,"[""wallet_230530232""]","[""wallet_75604024""]",5.9717,2.0432,0.0019
tx_28359967_3159656,2025-09-13T05:45:50.534433,"[""wallet_28359967""]","[""wallet_3159656""]",9.9276,1.0172,0.0004
tx_13778597_62278114,2025-09-13T05:46:50.534433,"[""wallet_13778597""]","[""wallet_62278114""]",7.174,7.6337,0.0006
tx_76866764_87823625,2025-09-13T05:47:50.534433,"[""wallet_76866764""]","[""wallet_87823625""]",1.9305,0.2919,0.0007
tx_231993295_230444454,2025-09-13T05:48:50.534433,"[""wallet_231993295""]","[""wallet_230444454""]",1.3103,9.8083,0.0012
tx_230459905_230571469,2025-09-13T05:49:50.534433,"[""wallet_230459905""]","[""wallet_230571469""]",9.1073,1.2527,0.0022
tx_230551388_2880930,2025-09-13T05:50:50.534433,"[""wallet_230551388""]","[""wallet_2880930""]",5.735,2.7952,0.0045
tx_96876090_232403460,2025-09-13T05:51:50.534433,"[""wallet_96876090""]","[""wallet_232403460""]",5.614,9.3309,0.0022
tx_230659136_230658142,2025-09-13T05:52:50.534433,"[""wallet_230659136""]","[""wallet_230658142""]",1.6228,8.0164,0.0029
tx_20583965_230459261,2025-09-13T05:53:50.534433,"[""wallet_20583965""]","[""wallet_230459261""]",1.6614,9.5496,0.0019
tx_35595859_230431165,2025-09-13T05:54:50.534433,"[""wallet_35595859""]","[""wallet_230431165""]",8.0107,4.7926,0.0046
tx_231178835_232430450,2025-09-13T05:55:50.534433,"[""wallet_231178835""]","[""wallet_232430450""]",7.0891,5.2338,0.0049
tx_230647313_232443618,2025-09-13T05:56:50.534433,"[""wallet_230647313""]","[""wallet_232443618""]",6.1732,2.0402,0.0016
tx_230624668_230518025,2025-09-13T05:57:50.534433,"[""wallet_230624668""]","[""wallet_230518025""]",7.1893,0.9243,0.0032
tx_230456618_230531645,2025-09-13T05:58:50.534433,"[""wallet_230456618""]","[""wallet_230531645""]",5.024,0.5708,0.0023
tx_232006642_232910950,2025-09-13T05:59:50.534433,"[""wallet_232006642""]","[""wallet_232910950""]",4.1765,10.024,0.0043
tx_232034950_230464782,2025-09-13T06:00:50.534433,"[""wallet_232034950""]","[""wallet_230464782""]",2.7982,4.958,0.002
